data,overall,north_east,north,west,capital,south_east,south,east,badakhshan,balkh.x,badghis,baghlan,bamyan.x,farah,faryab,ghor,ghazni.x,herat,helmand,jawzjan,kabul.x,kandahar.x,kunduz.x,kunar,khost,laghman,logar,nangarhar,nuristan,paktya,paktika,samangan,sar_e_pul.x,takhar,uruzgan,maidan_wardak,faiz_abad_badakhshan,baharak_badakhshan,yaftal_e_sufla,yawan,argo,kohestan_badakhshan,keshem,jorm,nahr_e_shahi,mazar_e_sharif,dehdadi,sholgareh,zari,balkh.y,chemtal,qala_e_naw,muqur_badghis,jawand,ab_kamari,pul_e_khumri,doshi,burka,baghlan_e_jadid,nahrin,bamyan.y,bala_buluk,qala_e_kah,maymana,feroz_koh,dawlatyar,shahrak,deh_yak,andar,ghazni.y,muqur_ghazni,giro,qarabagh,waghaz,hirat,injil,guzara,lashkargah,nahr_e_saraj,sheberghan,aqcha,kabul.y,bagrami,deh_sabz,paghman,kandahar.y,daman,maywand,arghandab,zheray,dand,panjwayi,spin_boldak,kunduz.y,chawkay,asad_abad,watapur,shigal,bar_kunar,dara_e_pech,sar_kani,marawara,narang,khas_kunar,nurgal,ghazi_abad,Dara-e-pech,nari,dangam,chapa_dara,matun,mandozayi,gurbuz,tani,terezayi,qalandar,mehtarlam,qarghayi,pul_e_alam,surkh_rod,rodat,jalalabad,behsud,bati_kot,chaparhar,khogyani,achin,nazyan,dur_baba,deh_bala,kama,shinwar,pachir_wa_agam,wama,barg_e_matal,waygal,parun,kamdesh,mandol,nurgaram,gardez,shawak,sayed_karam,samkani,ahmadaba,dand_wa_patan,ziruk,sharan,mata_khan,urgun,barmal,surobi_paktika,zarghun_shahr,yosuf_khel,aybak,hazrat_e_sultan,dara_e_suf_e_bala,dara_e_suf_e_payin,sar_e_pul.y,taloqan,yangi_qala,bangi,baharak,tirinkot,maydan_shahr,nerkh,dawlatabad_balkh,karukh,muhmand_dara,duab,secure_tenure,insecure_tenure,service_inaccess,service_access,adequate_shelter,inadequate_shelter,less_5years,over_5years,mixed_popn,seperate_popn,recent_return,no_recent_return,suburb_location,rural_location,urban_location,small_site,large_site,ghazni,balkh,kabul
WASH,23,13,12,39,16,7,21,33,14,NA,10,18,0,0,24,27,0,65,0,0,17,24,6,26,12,31,NA,40,0,NA,0,18,4,0,NA,NA,50,0,NA,0,NA,NA,0,0,15,0,0,NA,0,NA,NA,17,0,0,0,7,NA,0,50,NA,0,0,0,24,33,0,0,NA,NA,0,NA,NA,0,NA,50,64,75,0,NA,0,NA,19,0,NA,NA,21,100,0,NA,0,NA,NA,0,6,0,22,50,0,50,20,0,100,100,0,0,67,0,NA,NA,0,20,0,0,NA,NA,NA,42,15,NA,20,75,0,55,NA,25,NA,100,100,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,30,0,0,0,4,0,NA,0,NA,NA,NA,NA,0,100,100,0,23,20,25,15,24,13,9,25,22,23,25,21,22,25,21,20,35,NA,11,NA
Protection,2,0,1,2,0,7,4,4,0,NA,0,0,0,0,0,0,0,5,0,0,0,5,0,3,12,0,NA,7,0,NA,0,6,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,25,0,0,0,NA,0,NA,0,0,NA,NA,0,50,0,NA,0,NA,NA,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,20,0,0,NA,NA,NA,0,0,NA,0,0,0,18,NA,0,NA,0,0,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,10,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,2,3,2,2,3,0,4,2,2,3,4,1,4,2,2,2,3,NA,0,NA
Shelter,6,6,3,16,0,21,0,5,14,NA,20,9,0,33,0,9,50,15,0,0,0,0,0,0,12,3,NA,12,0,NA,25,6,8,0,NA,NA,50,0,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,33,0,0,0,14,NA,0,0,NA,0,50,0,0,11,0,0,NA,NA,100,NA,NA,0,NA,0,9,25,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,100,NA,NA,NA,5,0,NA,0,0,0,45,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,NA,NA,NA,0,10,0,0,0,8,0,NA,0,NA,NA,NA,NA,0,100,0,0,5,7,5,9,5,13,9,6,5,9,9,2,7,5,7,5,12,NA,0,NA
NFI,18,11,17,59,0,14,21,12,0,NA,90,5,0,33,12,55,0,50,0,0,0,24,25,3,12,12,NA,19,0,NA,25,18,23,0,NA,NA,0,0,NA,0,NA,NA,0,0,23,0,33,NA,0,NA,NA,100,100,0,100,0,NA,0,17,NA,0,50,0,12,56,100,0,NA,NA,0,NA,NA,0,NA,0,64,50,0,NA,0,NA,0,0,NA,NA,14,50,0,NA,50,NA,NA,50,25,0,0,0,0,0,0,0,0,0,0,50,0,0,NA,NA,0,20,0,0,NA,NA,NA,16,8,NA,30,25,25,18,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,0,NA,NA,NA,0,30,0,0,0,23,0,NA,0,NA,NA,NA,NA,0,100,100,0,16,24,17,23,17,31,30,17,13,29,16,10,13,17,22,17,22,NA,21,NA
Winterisation,10,4,12,45,3,14,8,0,0,NA,80,0,0,0,24,45,0,35,0,0,3,10,6,0,12,0,NA,0,0,NA,25,18,12,50,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,100,50,0,100,0,NA,0,0,NA,0,0,0,24,56,0,0,NA,NA,0,NA,NA,0,NA,25,45,0,0,NA,0,NA,0,25,NA,NA,14,0,0,NA,0,NA,NA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,50,0,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,100,NA,NA,NA,0,20,0,50,0,12,100,NA,0,NA,NA,NA,NA,0,100,0,0,9,14,9,14,8,28,24,8,4,23,9,2,4,7,16,12,6,NA,0,NA
Other,1,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,2,0,NA,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,2,0,2,0,1,0,NA,0,NA
Economic support (e.g. cash),19,11,29,45,26,7,4,6,14,NA,20,14,0,0,41,82,0,45,0,43,27,5,0,5,12,6,NA,7,0,NA,0,12,35,50,NA,NA,0,50,NA,0,NA,NA,0,0,8,0,33,NA,100,NA,NA,17,50,0,0,14,NA,0,17,NA,0,0,0,41,78,100,100,NA,NA,0,NA,NA,0,NA,0,64,25,0,NA,43,NA,27,25,NA,NA,8,0,0,NA,0,NA,NA,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,50,0,NA,NA,NA,11,0,NA,10,0,25,0,NA,0,NA,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,10,0,50,0,35,100,NA,0,NA,NA,NA,NA,100,100,0,0,17,24,20,14,18,26,24,18,13,30,17,14,9,10,29,21,11,NA,21,NA
Have there been efforts made by local government or authorities to inform or provide additonal services to your settlement in relation to coronavirus risks?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,65.74,63.97,76.74,11.11,75.56,47.73,58.67,72.9,36.59,97.73,18.18,57.83,100,0,58.14,18.18,80,5,75,76.47,74.03,54.1,61.54,90.62,47.62,69.49,75,58.9,77.78,43.75,20,87.5,52.24,90,100,100,33.33,52.63,0,0,0,0,0,0,100,90.91,92.86,100,100,100,100,16.67,0,0,100,55.56,83.33,57.14,50,100,100,0,0,58.14,11.11,100,0,100,100,75,0,100,100,100,0,9.09,0,100,25,75.76,100,72.13,76.92,100,100,46.43,75,80,36.36,69.23,0,55.56,66.67,61.54,100,81.82,75,100,100,100,75,100,100,100,0,100,100,100,100,100,44,50,40,50,100,100,65.52,73.33,75,50,50,75,62.5,0,62.5,100,50,0,75,0,0,100,100,100,100,100,33.33,80,100,0,33.33,100,0,66.67,0,100,100,0,0,50,50,0,0,0,87.5,85.71,100,100,52.24,90,100,85.71,100,100,100,100,100,0,50,100,66.98,63.8,65.5,66.44,66.51,57.95,58.04,66.97,68.62,58.01,62.07,74.63,66.4,70.4,62.87,66.93,58.67,NA,NA,NA
Yes,32.43,35.66,22.92,88.89,23.33,48.86,34.67,24.77,63.41,2.27,81.82,42.17,0,100,41.86,81.82,20,95,12.5,20.59,24.68,40.16,37.18,4.69,47.62,28.81,25,39.73,22.22,50,80,12.5,47.76,10,0,0,66.67,47.37,100,100,100,100,100,100,0,9.09,7.14,0,0,0,0,83.33,100,100,0,44.44,16.67,42.86,50,0,0,100,100,41.86,88.89,0,100,0,0,25,100,0,0,0,100,90.91,100,0,37.5,21.21,0,26.23,23.08,0,0,44.64,25,20,54.55,23.08,100,44.44,33.33,37.18,0,9.09,25,0,0,0,0,0,0,0,50,0,0,0,0,0,52,50,60,0,0,0,31.03,26.67,25,50,50,25,31.25,100,37.5,0,50,100,25,100,100,0,0,0,0,0,66.67,20,0,100,66.67,0,0,33.33,100,0,0,100,100,50,50,100,100,100,12.5,14.29,0,0,47.76,10,0,14.29,0,0,0,0,0,100,50,0,32.09,33.59,32.17,33.22,31.79,40.91,39.86,31.44,29.7,39.74,35.86,24.19,31.98,27.73,35.23,31.26,39.33,NA,NA,NA
Don't know,1.05,0.37,0,0,1.11,3.41,2.67,1.4,0,0,0,0,0,0,0,0,0,0,4.17,0,1.3,2.46,1.28,4.69,4.76,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,1.64,0,0,0,3.57,0,0,9.09,0,0,0,0,1.28,0,9.09,0,0,0,0,25,0,0,0,50,0,0,0,0,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.56,1.28,0.35,1.04,1.14,2.1,0.9,0.72,1.92,0.69,0.88,0.4,1.25,1.21,1.21,0,NA,NA,NA
no_consensus,0.78,0,0.35,0,0,0,4,0.93,0,0,0,0,0,0,0,0,0,0,8.33,2.94,0,3.28,0,0,0,1.69,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.03,0,0,0,0,0,5.36,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,1.04,1.05,0,0.66,0,0,0.7,0.96,0.32,1.38,0.29,1.21,0.62,0.69,0.6,2,NA,NA,NA
What were those additional services?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information on the coronavirus preventive measures at COMMUNITY level,51.44,68.04,32.84,82.5,28.57,23.26,36.21,69.09,88.46,NA,77.78,88.57,NA,100,38.89,88.89,33.33,78.95,20,0,31.58,37.74,31.03,0,25,55.56,0,83.33,75,25,16.67,0,43.75,42.86,NA,NA,80,88.89,100,100,100,100,100,100,NA,0,100,NA,NA,NA,NA,60,100,100,NA,83.33,100,100,100,NA,NA,100,100,38.89,87.5,NA,100,NA,NA,0,100,NA,NA,NA,50,80,100,NA,20,0,NA,31.25,33.33,NA,NA,39.29,25,50,66.67,50,0,0,100,31.03,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,30.77,25,0,NA,NA,NA,50,62.5,0,62.5,100,0,100,100,100,NA,100,100,100,100,0,NA,NA,NA,NA,NA,50,100,NA,100,0,NA,NA,100,100,NA,NA,0,0,100,0,0,0,100,0,0,NA,NA,43.75,33.33,NA,100,NA,NA,NA,NA,NA,100,100,NA,50.83,52.63,50.88,53.12,51.6,47.22,63.16,49.38,50,54.4,51.85,45.78,46.34,62.64,48.56,50.47,56.45,NA,50,NA
Food distribution,22.83,29.9,46.27,2.5,47.62,18.6,1.72,12.73,11.54,NA,11.11,11.43,NA,0,38.89,0,33.33,0,0,100,42.11,1.89,62.07,66.67,15,22.22,100,3.33,0,0,33.33,0,50,57.14,NA,NA,20,11.11,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,20,0,0,NA,16.67,0,0,0,NA,NA,0,0,38.89,0,NA,0,NA,NA,50,0,NA,NA,NA,0,0,0,NA,0,100,NA,37.5,66.67,NA,NA,3.57,0,0,0,0,0,0,0,62.07,NA,100,0,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,7.69,50,0,NA,NA,NA,30,12.5,100,0,0,100,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,50,0,0,0,100,0,0,0,0,NA,NA,50,66.67,NA,0,NA,NA,NA,NA,NA,0,0,NA,23.97,20.3,23.86,19.79,22.45,27.78,14.04,24.22,29.3,9.6,26.85,32.53,28.05,14.29,24.52,24.61,14.52,NA,0,NA
Information on the coronavirus preventive measures at HOUSEHOLD level,18.9,2.06,14.93,12.5,4.76,44.19,53.45,7.27,0,NA,0,0,NA,0,11.11,11.11,33.33,21.05,20,0,5.26,56.6,6.9,0,50,0,0,10,25,50,33.33,100,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,100,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,11.11,12.5,NA,0,NA,NA,50,0,NA,NA,NA,50,20,0,NA,20,0,NA,6.25,0,NA,NA,53.57,75,50,16.67,50,100,100,0,6.9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,61.54,0,66.67,NA,NA,NA,0,0,0,25,0,0,0,0,0,NA,0,0,0,0,100,NA,NA,NA,NA,NA,50,0,NA,0,66.67,NA,NA,0,0,NA,NA,16.67,100,0,100,0,100,0,100,100,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,19.01,19.55,19.65,16.67,19.53,13.89,10.53,20.5,14.06,28.8,11.11,9.64,21.95,14.29,19.71,19.24,16.13,NA,50,NA
no_consensus,2.1,0,2.99,0,4.76,0,5.17,3.64,0,NA,0,0,NA,0,5.56,0,0,0,40,0,5.26,1.89,0,0,0,5.56,0,3.33,0,0,0,0,3.12,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,5.56,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,NA,40,0,NA,6.25,0,NA,NA,3.57,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,10,0,0,12.5,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,3.12,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,2.89,0.75,1.75,3.12,2.33,0,1.75,2.17,2.73,0.8,4.63,3.61,2.44,1.1,2.4,0.63,9.68,NA,0,NA
"Yes, based on health condition (showing cough, fever or other coronavirus symptoms)",1.84,0,2.99,0,4.76,4.65,1.72,1.82,0,NA,0,0,NA,0,5.56,0,0,0,20,0,5.26,0,0,33.33,0,0,0,0,0,12.5,8.33,0,3.12,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,5.56,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,NA,20,0,NA,6.25,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,100,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,16.67,NA,NA,0,0,NA,NA,16.67,0,0,0,0,0,0,0,0,NA,NA,3.12,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0.41,3.76,1.75,2.08,1.75,2.78,5.26,1.24,1.56,2.4,2.78,3.61,0,3.3,1.92,1.89,1.61,NA,0,NA
WASH,1.84,0,0,2.5,9.52,2.33,0,5.45,0,NA,11.11,0,NA,0,0,0,0,0,0,0,10.53,0,0,0,5,16.67,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,20,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,NA,12.5,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,25,0,NA,NA,NA,10,25,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,1.24,3.01,1.05,4.17,1.46,5.56,1.75,1.86,1.56,2.4,0.93,4.82,1.22,3.3,1.44,1.89,1.61,NA,0,NA
Councelling for vulnerable residents,1.05,0,0,0,0,6.98,1.72,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1.89,0,0,5,0,0,0,0,12.5,8.33,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,16.67,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,33.33,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,16.67,NA,NA,0,0,NA,NA,16.67,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,1.65,0,1.05,1.04,0.87,2.78,3.51,0.62,0.78,1.6,1.85,0,0,1.1,1.44,1.26,0,NA,0,NA
Is there an accessible school within 2 km of your settlement?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,78.12,76.47,79.51,77.78,70,84.09,76.67,80.37,75.61,84.09,81.82,83.13,100,100,72.09,81.82,73.33,70,79.17,70.59,71.43,75.41,84.62,82.81,78.57,76.27,62.5,78.08,94.44,93.75,100,75,86.57,60,100,50,93.33,63.16,100,100,0,100,0,100,81.48,90.91,92.86,66.67,0,100,100,66.67,100,100,100,85.19,66.67,85.71,78.57,100,100,100,100,72.09,77.78,100,100,100,50,75,0,100,100,100,100,45.45,100,68.75,100,69.7,100,77.05,53.85,0,100,71.43,75,90,81.82,84.62,75,66.67,66.67,84.62,66.67,54.55,75,83.33,100,85.71,100,75,100,100,100,100,50,100,100,100,80,87.5,60,50,100,100,82.76,70,62.5,81.25,83.33,75,81.25,100,75,0,75,100,100,100,100,100,50,100,50,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,71.88,76.19,100,100,86.57,61.67,100,28.57,100,100,66.67,0,100,100,100,100,81.49,71.61,83.57,61.94,79.28,64.77,64.34,80.14,80,73.08,83.79,73.16,80.57,80.06,75.99,78.19,77.33,NA,NA,NA
"No, further than 2 km but inside the city/village",18.74,17.65,18.06,17.78,23.33,15.91,20.67,19.16,17.07,12.5,9.09,10.84,0,0,23.26,18.18,26.67,25,12.5,29.41,20.78,22.95,11.54,17.19,21.43,22.03,37.5,21.92,5.56,6.25,0,21.43,13.43,32.86,0,50,0,31.58,0,0,100,0,0,0,12.96,9.09,7.14,33.33,100,0,0,16.67,0,0,0,11.11,16.67,14.29,7.14,0,0,0,0,23.26,22.22,0,0,0,50,25,100,0,0,0,0,45.45,0,18.75,0,30.3,0,19.67,15.38,100,0,26.79,18.75,10,18.18,15.38,25,33.33,33.33,11.54,33.33,45.45,25,16.67,0,14.29,0,25,0,0,0,0,50,0,0,0,20,12.5,40,50,0,0,17.24,26.67,37.5,18.75,16.67,25,18.75,0,25,100,25,0,0,0,0,0,50,0,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,21.88,23.81,0,0,13.43,31.67,0,57.14,0,0,33.33,100,0,0,0,0,16.51,22.92,14.69,30.8,18.07,27.27,30.77,17.07,17.49,22.12,12.76,24.19,15.79,18.69,20.03,18.99,17.33,NA,NA,NA
"No, none accessible for this settlement population",2.7,5.15,2.43,4.44,5.56,0,1.33,0.47,7.32,3.41,9.09,3.61,0,0,4.65,0,0,5,4.17,0,6.49,0.82,3.85,0,0,1.69,0,0,0,0,0,3.57,0,7.14,0,0,6.67,5.26,0,0,0,0,100,0,5.56,0,0,0,0,0,0,16.67,0,0,0,1.85,16.67,0,7.14,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,9.09,0,6.25,0,0,0,3.28,23.08,0,0,0,6.25,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.67,0,14.29,0,0,0,0,0,0,0,0,1.6,4.95,1.4,6.57,2.27,7.95,4.9,2.4,1.92,4.81,2.76,2.06,2.83,1.25,3.45,2.51,4,NA,NA,NA
no_consensus,0.44,0.74,0,0,1.11,0,1.33,0,0,0,0,2.41,0,0,0,0,0,0,4.17,0,1.3,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,7.69,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.52,0.35,0.69,0.38,0,0,0.4,0.6,0,0.69,0.59,0.81,0,0.52,0.3,1.33,NA,NA,NA
Has this facility been closed in the last 3 months due to health concerns or movement restrictions?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,97.13,98.84,97.15,81.4,100,98.86,93.92,98.59,94.74,98.82,40,100,100,66.67,100,100,100,94.74,100,100,100,92.56,98.67,100,97.62,98.28,100,97.26,100,100,100,88.89,98.51,100,100,100,85.71,100,100,100,100,100,NA,100,98.04,100,100,100,100,100,100,60,0,100,0,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,92.86,80,90,100,100,100,88.89,100,98.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,96.55,100,100,100,100,100,100,100,75,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86.67,95.24,100,0,98.51,100,100,100,100,100,100,100,100,100,100,100,98.24,95.07,97.28,96.67,98.06,86.42,91.91,97.96,98.05,94.61,99.65,98.8,97.5,95.9,97.67,96.8,99.31,NA,NA,NA
No,2.24,0.78,2.85,16.28,0,1.14,2.7,1.41,5.26,1.18,50,0,0,33.33,0,0,0,5.26,0,0,0,3.31,0,0,2.38,1.72,0,2.74,0,0,0,11.11,1.49,0,0,0,14.29,0,0,0,0,0,NA,0,1.96,0,0,0,0,0,0,40,66.67,0,100,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1.79,13.33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3.45,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,4.76,0,100,1.49,0,0,0,0,0,0,0,0,0,0,0,1.35,4.11,2.13,2.59,1.55,11.11,6.62,1.64,1.47,4.38,0.35,1.2,2.5,3.79,1.25,2.47,0.69,NA,NA,NA
